 Nseed      iq         dt[nsec]         dW[Mev/u]           x[cm]            x'[mrad]          y[cm]            y'[mrad]
      0      1       0.58278E-01      -0.11002E-01      -0.14911E+00       0.15167E-01       0.32950E+01       0.53133E+01
      0      1      -0.40888E-01       0.25213E-01       0.16057E+01       0.31068E+01       0.55956E+01       0.11602E+02
      0      1      -0.78522E-01       0.29477E-01      -0.41562E+01      -0.90822E+01       0.55150E+01       0.12837E+02
      0      1       0.16836E+00      -0.36906E-01      -0.83374E+01      -0.15929E+02      -0.10717E+01      -0.29442E+01
      0      1       0.31019E-02       0.24224E-01      -0.60625E+01      -0.10931E+02       0.82793E+01       0.16951E+02
      0      1      -0.20215E+00       0.47169E-01       0.20715E+01       0.47600E+01       0.58181E+01       0.12708E+02
      0      1       0.83719E-02       0.41635E-01      -0.25144E+01      -0.41305E+01       0.49482E+01       0.95802E+01
      0      1      -0.19486E+00       0.40945E-01      -0.26322E+01      -0.55428E+01       0.47102E+01       0.10899E+02
      0      1       0.19687E+00      -0.14183E-01       0.29437E+01       0.51660E+01      -0.51970E+01      -0.88155E+01
      0      1      -0.78663E-01       0.81075E-02       0.91350E+01       0.19452E+02      -0.21890E+01      -0.48083E+01
      0      1       0.86076E-01      -0.34632E-02      -0.18095E+01      -0.38864E+01       0.59648E+01       0.12015E+02
      0      1      -0.57042E-01      -0.99389E-02       0.92737E+01       0.17905E+02       0.23619E+01       0.52264E+01
      0      1      -0.76651E-01       0.22649E-01       0.27821E+01       0.51831E+01       0.30875E+01       0.45852E+01
      0      1       0.59065E-01      -0.46292E-01      -0.38840E+01      -0.78819E+01       0.63866E+01       0.12241E+02
      0      1       0.19482E+00      -0.25029E-01      -0.56075E+01      -0.97212E+01       0.63290E+01       0.11874E+02
      0      1       0.13162E+00      -0.49167E-01      -0.50539E+01      -0.89651E+01      -0.66705E+01      -0.11919E+02
      0      1      -0.97883E-01       0.10245E-01       0.33109E+01       0.78148E+01      -0.90730E+00      -0.11508E+01
      0      1       0.13127E+00      -0.35040E-01       0.54524E+01       0.11078E+02       0.18006E+01       0.35984E+01
      0      1      -0.77663E-01       0.55439E-01      -0.50438E+01      -0.10430E+02       0.46539E+01       0.10511E+02
      0      1      -0.22276E+00       0.10337E+00      -0.93752E+01      -0.17828E+02      -0.91067E+00      -0.14031E+01
      0      1       0.14614E+00      -0.33462E-01       0.15252E+01       0.32178E+01       0.14983E+01       0.15217E+01
