n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_par
 335  rfgap     50.93650       67.21393        0.05699        1.05414        1.55586        2.98984        4.29498        1.14679        9.02519        0.00432           7.50648            12.46805            15.47865             7.63440            13.69112            21.11199            23.58455           181.03007           552.76356         -0.00011       -0.00196        0.00033        0.00391        0.38657       -0.11109       -1.47582        0.22890        9.66520        0.49029        0.39106           2.85074              0.0         10001.0
 336  drift     51.09050       67.21393        0.05699        1.16098        1.08463        3.31864        3.08192        1.19497        8.68533        0.00432           7.50648            12.46805            15.47865             7.63440            13.69112            21.11199            23.28685           181.23003           555.06901         -0.00014       -0.00196        0.00039        0.00391        0.38657       -0.09172       -1.68963        0.27765        6.69957        0.23827        0.53297           3.13490              0.0         10001.0
 337  quad      51.38950       67.21393        0.05699        1.05717        0.42407        3.03619        1.38559        1.35132        8.02327        0.00432           7.50486            12.48370            15.47885             7.63657            13.71855            21.08923            23.29675           181.24142           555.10389         -0.00017        0.00034        0.00063        0.01292        0.38657       -0.12833        2.97716        0.23026        1.23575        0.03641        0.80040           4.00715              0.0         10001.0
 338  drift     51.54350       67.21393        0.05699        0.84962        0.27046        2.42978        0.77262        1.44268        7.68346        0.00432           7.50486            12.48370            15.47885             7.63657            13.71855            21.08923            23.19026           181.30331           555.29346         -0.00017        0.00034        0.00083        0.01292        0.38657       -0.12644        2.31749        0.14873        0.16700        0.01481        0.94190           4.58826              0.0         10001.0
 339  rfgap     51.54350       67.62527        0.05504        0.84962        0.27046        2.42978        0.77262        1.43870        7.65996        0.00420           7.50488            12.48351            15.47862             7.63677            13.71911            21.09010            23.18211           181.30428           551.91562         -0.00017        0.00030        0.00083        0.01298        0.38779       -0.12621        2.30009        0.14920        0.16527        0.01486        0.89333           4.59267              0.0         10001.0
 340  drift     51.85150       67.62527        0.05504        0.47944        0.58818        1.29218        1.57933        1.63338        6.93830        0.00420           7.50488            12.48351            15.47862             7.63677            13.71911            21.09010            22.99008           181.33797           552.01818         -0.00016        0.00030        0.00123        0.01298        0.38779       -0.12162        1.00152        0.04751       -1.96435        0.07027        1.16465           5.96906              0.0         10001.0
 341  rfgap     51.85150       68.03585        0.05304        0.47944        0.58818        1.29218        1.57933        1.62892        6.91749        0.00406           7.50496            12.48360            15.47874             7.63722            13.70288            21.09759            22.98580           181.37421           548.78731         -0.00016        0.00028        0.00123        0.01309        0.38901       -0.12143        0.99602        0.04766       -1.97245        0.07049        1.10169           5.97382              0.0         10001.0
 342  drift     52.00550       68.03585        0.05304        0.36015        0.85140        0.99361        2.15711        1.72883        6.53793        0.00406           7.50496            12.48360            15.47874             7.63722            13.70288            21.09759            22.89946           181.34965           548.71300         -0.00015        0.00028        0.00143        0.01309        0.38901       -0.11858        0.35231        0.02689       -3.04094        0.14769        1.22981           6.75444              0.0         10001.0
 343  quad      52.30450       68.03585        0.05304        0.53568        1.11852        1.38503        2.68277        1.94057        5.79832        0.00406           7.50486            12.48400            15.47924             7.63374            13.68156            21.12982            22.90910           181.38840           548.83027         -0.00018       -0.00259        0.00141       -0.01428        0.38901       -0.15246       -1.63407        0.05950        0.13206        0.25502        1.47068           8.50673              0.0         10001.0
 344  drift     52.45850       68.03585        0.05304        0.77476        1.11166        2.03817        2.66467        2.05377        5.41868        0.00406           7.50486            12.48400            15.47924             7.63374            13.68156            21.12982            22.89114           181.22069           548.32282         -0.00022       -0.00259        0.00119       -0.01428        0.38901       -0.15798       -2.58406        0.12446        0.07062        0.25190        1.59631           9.53558              0.0         10001.0
 345  rfgap     52.45850       68.44526        0.05040        0.77476        1.11166        2.03817        2.66467        2.04822        5.40291        0.00386           7.50507            12.48773            15.48385             7.63422            13.69363            21.14846            22.89062           181.54800           546.00902         -0.00022       -0.00259        0.00119       -0.01409        0.39023       -0.15778       -2.59829        0.12484        0.04161        0.25267        1.49619           9.54164              0.0         10001.0
 346  drift     52.76650       68.44526        0.05040        1.28569        1.11429        3.36643        2.76447        2.26630        4.67297        0.00386           7.50507            12.48773            15.48385             7.63422            13.69363            21.14846            22.86477           181.18772           544.92547         -0.00030       -0.00259        0.00076       -0.01409        0.39023       -0.16702       -4.51059        0.34379       -0.08050        0.25387        1.72451          11.69492              0.0         10001.0
 347  rfgap     52.76650       68.85377        0.04752        1.28569        1.11429        3.36643        2.76447        2.26022        4.65936        0.00365           7.50536            12.48063            15.49427             7.63451            13.68570            21.16891            22.86297           181.21590           543.37600         -0.00030       -0.00259        0.00076       -0.01396        0.39144       -0.16684       -4.54943        0.34485       -0.10942        0.25465        1.60281          11.70298              0.0         10001.0
 348  drift     52.92050       68.85377        0.04752        1.54797        1.12369        4.03437        2.86777        2.36377        4.86135        0.00365           7.50536            12.48063            15.49427             7.63451            13.68570            21.16891            22.85448           181.02674           542.80883         -0.00034       -0.00259        0.00055       -0.01396        0.39144       -0.17041       -5.51838        0.49989       -0.17062        0.25896        1.70481          12.80457              0.0         10001.0
 349  quad      53.21950       68.85377        0.04752        1.61276        1.47523        4.21117        3.90967        2.56966        5.24730        0.00365           7.50597            12.44010            15.54041             7.64139            13.72535            21.13219            22.86261           181.08791           542.99223         -0.00032        0.00416        0.00025       -0.00700        0.39144       -0.20061        4.35889        0.54257       -7.18927        0.44593        1.90086          15.12694              0.0         10001.0
 350  drift     53.37350       68.85377        0.04752        1.41397        1.84220        3.70163        4.93260        2.67484        5.46017        0.00365           7.50597            12.44010            15.54041             7.64139            13.72535            21.13219            22.72985           180.69023           543.42926         -0.00026        0.00416        0.00014       -0.00700        0.39144       -0.18819        3.79122        0.41706       -9.00873        0.69538        2.01425          16.48638              0.0         10001.0
 351  rfgap     53.37350       69.26114        0.04408        1.41397        1.84220        3.70163        4.93260        2.66774        5.44422        0.00339           7.50634            12.44673            15.54869             7.64032            13.70399            21.19720            22.71539           181.32036           543.68922         -0.00026        0.00415        0.00014       -0.00694        0.39264       -0.18804        3.74437        0.41832       -9.08865        0.69762        1.84508          16.50700              0.0         10001.0
 352  drift     53.68150       69.26114        0.04408        1.02943        2.58269        2.76119        6.99000        2.86295        5.84098        0.00339           7.50634            12.44673            15.54869             7.64032            13.70399            21.19720            22.49355           180.34739           544.03435         -0.00013        0.00415       -0.00008       -0.00694        0.39264       -0.16096        2.63845        0.22173      -12.77975        1.37117        2.04279          19.19869              0.0         10001.0
 353  rfgap     53.68150       69.66784        0.04078        1.02943        2.58269        2.76119        6.99000        2.85540        5.82398        0.00312           7.50657            12.45047            15.55337             7.63765            13.66319            21.29882            22.46817           180.75663           545.26886         -0.00013        0.00416       -0.00008       -0.00688        0.39384       -0.16093        2.61385        0.22240      -12.93716        1.37583        1.84822          19.23212              0.0         10001.0
 354  drift     53.83550       69.66784        0.04078        0.84611        2.95683        2.31231        8.02790        2.94464        6.00333        0.00312           7.50657            12.45047            15.55337             7.63765            13.66319            21.29882            22.37722           180.19325           545.21408         -0.00006        0.00416       -0.00018       -0.00688        0.39384       -0.14613        2.07151        0.15024      -14.82176        1.80332        1.93248          20.53609              0.0         10001.0
 355  quad      54.13450       69.66784        0.04078        0.72963        2.84960        2.01901        7.77444        3.12363        6.34928        0.00312           7.50662            12.43016            15.54741             7.61293            13.60491            21.40820            22.38311           180.26294           545.42493          0.00005        0.00381       -0.00032       -0.00214        0.39384       -0.17194       -0.55719        0.11172       18.36579        1.68035        2.07960          23.10243              0.0         10001.0
 356  drift     54.28850       69.66784        0.04078        0.79208        2.37011        2.20553        6.48741        3.21438        6.53066        0.00312           7.50662            12.43016            15.54741             7.61293            13.60491            21.40820            22.25554           179.66813           545.27506          0.00011        0.00381       -0.00036       -0.00214        0.39384       -0.14729       -0.73782        0.13167       15.26532        1.16243        2.16875          24.60456              0.0         10001.0
 357  rfgap     54.28850       70.07363        0.03727        0.79208        2.37011        2.20553        6.48741        3.20599        6.51164        0.00282           7.50670            12.43199            15.54971             7.61316            13.63056            21.44855            22.19776           180.11438           548.29339          0.00011        0.00389       -0.00036       -0.00215        0.39504       -0.14740       -0.75226        0.13206       15.13755        1.16591        1.92367          24.68380              0.0         10001.0
 358  drift     54.59650       70.07363        0.03727        0.94919        1.42370        2.72706        3.99677        3.36875        6.92921        0.00282           7.50670            12.43199            15.54971             7.61316            13.63056            21.44855            22.02643           178.65297           547.17603          0.00023        0.00389       -0.00042       -0.00215        0.39504       -0.09756       -1.11746        0.18965        9.05779        0.42070        2.06663          27.46569              0.0         10001.0
 359  rfgap     54.59650       70.47890        0.03413        0.94919        1.42370        2.72706        3.99677        3.36003        6.90905        0.00250           7.50668            12.44814            15.55046             7.61337            13.63618            21.45740            21.95118           178.74850           550.84284          0.00023        0.00401       -0.00042       -0.00217        0.39622       -0.09785       -1.13801        0.19022        9.01209        0.42195        1.79602          27.57674              0.0         10001.0
 360  drift     54.75050       70.47890        0.03413        1.03948        0.95684        2.99168        2.77807        3.43146        7.12391        0.00250           7.50668            12.44814            15.55046             7.61337            13.63618            21.45740            21.89887           177.93710           550.03742          0.00029        0.00401       -0.00046       -0.00217        0.39622       -0.07252       -1.32382        0.22813        6.01138        0.19059        1.85158          28.83052              0.0         10001.0
 361  quad      55.04950       70.47890        0.03413        0.94150        0.29327        2.68126        0.98305        3.57261        7.53162        0.00250           7.50607            12.46156            15.54779             7.61371            13.63521            21.45588            21.90237           177.99936           550.22987          0.00033       -0.00157       -0.00066       -0.01187        0.39622       -0.09405        2.43613        0.18717        0.77699        0.01790        1.94900          31.24612              0.0         10001.0
 362  drift     55.20350       70.47890        0.03413        0.75676        0.27036        2.11154        0.74312        3.64561        7.74615        0.00250           7.50607            12.46156            15.54779             7.61371            13.63521            21.45588            21.88044           177.79120           549.58639          0.00030       -0.00157       -0.00084       -0.01187        0.39622       -0.08290        1.86554        0.12092       -0.60243        0.01522        2.00168          32.56860              0.0         10001.0
 363  rfgap     55.20350       70.88329        0.03083        0.75676        0.27036        2.11154        0.74312        3.63627        7.72357        0.00217           7.50609            12.46076            15.54679             7.61378            13.63600            21.45713            21.76204           177.02007           554.05342          0.00030       -0.00149       -0.00084       -0.01193        0.39741       -0.08330        1.85262        0.12128       -0.60407        0.01526        1.68488          32.76621              0.0         10001.0
 364  drift     55.51150       70.88329        0.03083        0.44442        0.81098        1.21893        1.95949        3.75898        8.10617        0.00217           7.50609            12.46076            15.54679             7.61378            13.63600            21.45713            21.73210           176.09225           552.87992          0.00026       -0.00149       -0.00121       -0.01193        0.39741       -0.05932        0.72704        0.04183       -3.35871        0.13731        1.76454          35.06336              0.0         10001.0
 365  rfgap     55.51150       71.28698        0.02766        0.44442        0.81098        1.21893        1.95949        3.74944        8.08263        0.00185           7.50614            12.46070            15.54672             7.61355            13.66173            21.46384            21.59761           175.25327           557.24410          0.00026       -0.00145       -0.00121       -0.01202        0.39859       -0.05982        0.72262        0.04195       -3.37338        0.13773        1.42510          35.30379              0.0         10001.0
 366  drift     55.66550       71.28698        0.02766        0.36501        1.12056        0.99468        2.64075        3.79893        8.25032        0.00185           7.50614            12.46070            15.54672             7.61355            13.66173            21.46384            21.58822           174.53756           556.73863          0.00024       -0.00145       -0.00139       -0.01202        0.39859       -0.04688        0.16384        0.02830       -4.75762        0.26294        1.45402          36.25773              0.0         10001.0
 367  quad      55.96450       71.28698        0.02766        0.58117        1.38642        1.52232        3.30389        3.89589        8.56735        0.00185           7.50607            12.46070            15.54673             7.61132            13.66142            21.46334            21.58978           174.57939           556.87206          0.00026        0.00285       -0.00135        0.01437        0.39859       -0.06428       -1.87152        0.07174        0.97019        0.40264        1.50821          38.12934              0.0         10001.0
 368  drift     56.11850       71.28698        0.02766        0.82414        1.33603        2.17008        3.25509        3.94620        8.73275        0.00185           7.50607            12.46070            15.54673             7.61132            13.66142            21.46334            21.58655           174.49692           556.60899          0.00030        0.00285       -0.00113        0.01437        0.39859       -0.06161       -2.83804        0.14427        0.89594        0.37390        1.53649          39.12639              0.0         10001.0
 369  rfgap     56.11850       71.68972        0.02427        0.82414        1.33603        2.17008        3.25509        3.93629        8.70742        0.00153           7.50626            12.45042            15.55330             7.61113            13.66890            21.47510            21.41245           172.28794           560.28597          0.00030        0.00282       -0.00113        0.01419        0.39976       -0.06216       -2.85308        0.14469        0.85687        0.37501        1.15949          39.46976              0.0         10001.0
 370  drift     56.42650       71.68972        0.02427        1.33624        1.24684        3.48410        3.16768        4.01198        9.01288        0.00153           7.50626            12.45042            15.55330             7.61113            13.66890            21.47510            21.40918           172.16161           559.87516          0.00039        0.00282       -0.00070        0.01419        0.39976       -0.05466       -4.79870        0.38037        0.71444        0.32661        1.19841          41.00839              0.0         10001.0
 371  rfgap     56.42650       72.09168        0.02090        1.33624        1.24684        3.48410        3.16768        4.00200        8.98684        0.00124           7.50663            12.46166            15.56735             7.61103            13.67571            21.48580            21.22821           169.62196           562.59356          0.00039        0.00277       -0.00070        0.01406        0.40093       -0.05524       -4.83782        0.38146        0.68067        0.32757        0.80300          41.38467              0.0         10001.0
 372  drift     56.58050       72.09168        0.02090        1.59813        1.20836        4.18139        3.12888        4.02733        9.13779        0.00124           7.50663            12.46166            15.56735             7.61103            13.67571            21.48580            21.22774           169.58128           562.45865          0.00043        0.00277       -0.00048        0.01406        0.40093       -0.05034       -5.82307        0.54564        0.61188        0.30766        0.81595          41.91124              0.0         10001.0
 373  quad      56.87950       72.09168        0.02090        1.64906        1.47975        4.32742        3.94216        4.07707        9.42734        0.00124           7.50669            12.45797            15.56274             7.61239            13.68013            21.49273            21.22810           169.59813           562.51452          0.00039       -0.00524       -0.00016        0.00837        0.40093       -0.06344        4.86413        0.58096       -6.65295        0.46129        0.84090          42.95207              0.0         10001.0
 374  drift     57.03350       72.09168        0.02090        1.43710        1.80908        3.79885        4.86817        4.10350        9.57715        0.00124           7.50669            12.45797            15.56274             7.61239            13.68013            21.49273            21.22535           169.52881           562.28460          0.00031       -0.00524       -0.00003        0.00837        0.40093       -0.04609        4.21046        0.44122       -8.16398        0.68948        0.85426          43.51651              0.0         10001.0
 375  rfgap     57.03350       72.49284        0.01753        1.43710        1.80908        3.79885        4.86817        4.09341        9.54954        0.00101           7.50707            12.46614            15.57294             7.61185            13.65187            21.51596            21.01990           166.32977           562.87569          0.00031       -0.00526       -0.00003        0.00830        0.40209       -0.04671        4.16515        0.44247       -8.23510        0.69152        0.43412          43.97072              0.0         10001.0
 376  drift     57.34150       72.49284        0.01753        1.02533        2.47394        2.78203        6.73023        4.12122        9.79778        0.00101           7.50707            12.46614            15.57294             7.61185            13.65187            21.51596            21.02195           166.29977           562.77419          0.00015       -0.00526        0.00023        0.00830        0.40209       -0.00992        2.88793        0.22524      -11.30015        1.29321        0.45213          44.56581              0.0         10001.0
 377  rfgap     57.34150       72.89346        0.01453        1.02533        2.47394        2.78203        6.73023        4.11117        9.76971        0.00091           7.50728            12.47006            15.57784             7.61127            13.58385            21.54457            20.82054           162.05832           561.72727          0.00015       -0.00528        0.00023        0.00824        0.40325       -0.01063        2.86508        0.22588      -11.43165        1.29703        0.02091          45.02652              0.0         10001.0
 378  drift     57.49550       72.89346        0.01453        0.82800        2.80988        2.27934        7.66907        4.11268        9.86816        0.00091           7.50728            12.47006            15.57784             7.61127            13.58385            21.54457            20.82443           162.66399           561.87906          0.00007       -0.00528        0.00035        0.00824        0.40325        0.00885        2.23725        0.14730      -12.99516        1.67320        0.02826          45.05118              0.0         10001.0
 379  quad      57.79450       72.89346        0.01453        0.67819        2.67406        1.86159        7.33525        4.11466       10.05820        0.00091           7.50745            12.47194            15.58019             7.60802            13.63936            21.49623            20.82429           162.66044           561.86681         -0.00009       -0.00543        0.00049        0.00053        0.40325       -0.00021       -0.33151        0.09882       17.28657        1.51600        0.04213          45.09486              0.0         10001.0
 380  drift     57.94850       72.89346        0.01453        0.72101        2.20465        2.04626        6.09071        4.11748       10.15697        0.00091           7.50745            12.47194            15.58019             7.60802            13.63936            21.49623            20.83146           162.73437           562.12219         -0.00017       -0.00543        0.00050        0.00053        0.40325        0.03066       -0.50448        0.11169       14.24086        1.03048        0.04962          45.14131              0.0         10001.0
 381  rfgap     57.94850       73.29359        0.01196        0.72101        2.20465        2.04626        6.09071        4.10754       10.12800        0.00097           7.50752            12.47291            15.58140             7.60826            13.64559            21.50604            20.62324           158.22631           558.11748         -0.00017       -0.00552        0.00050        0.00055        0.40440        0.02986       -0.51566        0.11201       14.13753        1.03339       -0.38847          45.62736              0.0         10001.0
 382  drift     58.25650       73.29359        0.01196        0.84678        1.27738        2.43459        3.65050        4.08957       10.27374        0.00097           7.50752            12.47291            15.58140             7.60826            13.64559            21.50604            20.64847           158.55384           559.27279         -0.00034       -0.00552        0.00052        0.00055        0.40440        0.09180       -0.86376        0.15450        8.15067        0.34692       -0.37158          45.17369              0.0         10001.0
 383  rfgap     58.25650       73.69338        0.01004        0.84678        1.27738        2.43459        3.65050        4.07977       10.24466        0.00115           7.50752            12.47246            15.58084             7.60846            13.66814            21.50769            20.45236           153.58018           553.44208         -0.00034       -0.00564        0.00052        0.00058        0.40555        0.09087       -0.87906        0.15493        8.11619        0.34789       -0.81039          45.63698              0.0         10001.0
 384  drift     58.41050       73.69338        0.01004        0.92461        0.82040        2.63197        2.43940        4.05923       10.29185        0.00115           7.50752            12.47246            15.58084             7.60846            13.66814            21.50769            20.47046           154.36976           554.28997         -0.00043       -0.00564        0.00052        0.00058        0.40555        0.12195       -1.05527        0.18472        5.15598        0.14350       -0.79825          45.13878              0.0         10001.0
 385  quad      58.70950       73.69338        0.01004        0.83923        0.20766        2.29658        0.56357        4.01498       10.38189        0.00115           7.50729            12.45884            15.58330             7.60853            13.66860            21.50842            20.47031           154.35651           554.24240         -0.00047        0.00300        0.00069        0.01113        0.40555        0.11575        1.93853        0.15219        0.12310        0.00919       -0.77571          44.16036              0.0         10001.0
 386  drift     58.86350       73.69338        0.01004        0.67993        0.38492        1.83283        0.97634        3.99399       10.43028        0.00115           7.50729            12.45884            15.58330             7.60853            13.66860            21.50842            20.48100           154.51284           554.80375         -0.00042        0.00300        0.00086        0.01113        0.40555        0.13636        1.45708        0.09990       -1.57729        0.03159       -0.76378          43.67701              0.0         10001.0
 387  rfgap     58.86350       74.09279        0.00870        0.67993        0.38492        1.83283        0.97634        3.98451       10.40096        0.00140           7.50721            12.45783            15.58202             7.60823            13.66764            21.50691            20.29400           149.37411           546.15763         -0.00042        0.00292        0.00086        0.01118        0.40669        0.13537        1.44731        0.10018       -1.58042        0.03168       -1.18874          44.10873              0.0         10001.0
 388  drift     59.17150       74.09279        0.00870        0.43141        1.04563        1.19160        2.43636        3.91967       10.44667        0.00140           7.50721            12.45783            15.58202             7.60823            13.66764            21.50691            20.32106           149.76527           547.58783         -0.00033        0.00292        0.00121        0.01118        0.40669        0.17712        0.49583        0.04033       -4.98112        0.23377       -1.15282          42.62813              0.0         10001.0
 389  rfgap     59.17150       74.49175        0.00784        0.43141        1.04563        1.19160        2.43636        3.91044       10.41756        0.00169           7.50715            12.45773            15.58190             7.60725            13.68480            21.50008            20.15315           144.86020           537.51466         -0.00033        0.00287        0.00121        0.01127        0.40783        0.17607        0.49193        0.04044       -5.00417        0.23446       -1.56691          43.01170              0.0         10001.0
 390  drift     59.32550       74.49175        0.00784        0.38717        1.39102        1.01276        3.33701        3.86702       10.41649        0.00169           7.50715            12.45773            15.58190             7.60725            13.68480            21.50008            20.17020           145.08677           538.35536         -0.00029        0.00287        0.00138        0.01127        0.40783        0.19720        0.01899        0.03257       -6.71467        0.41493       -1.54052          42.02627              0.0         10001.0
 391  quad      59.62450       74.49175        0.00784        0.62539        1.64542        1.64747        4.06436        3.77984       10.64289        0.00169           7.50712            12.45888            15.58334             7.60948            13.64357            21.50287            20.17019           145.07512           538.31214         -0.00028       -0.00207        0.00133       -0.01478        0.40783        0.19245       -2.07913        0.08499        2.21782        0.58041       -1.49092          40.15284              0.0         10001.0
 392  drift     59.77850       74.49175        0.00784        0.86842        1.54921        2.27588        3.87869        3.73547       10.78722        0.00169           7.50712            12.45888            15.58334             7.60948            13.64357            21.50287            20.17074           145.21907           538.84626         -0.00031       -0.00207        0.00110       -0.01478        0.40783        0.20203       -3.04363        0.16388        2.06078        0.51452       -1.46541          39.21453              0.0         10001.0
 393  rfgap     59.77850       74.89026        0.00746        0.86842        1.54921        2.27588        3.87869        3.72674       10.76695        0.00198           7.50720            12.44737            15.58844             7.60858            13.63851            21.49490            20.02280           139.92728           527.03305         -0.00031       -0.00203        0.00110       -0.01462        0.40896        0.20098       -3.05925        0.16433        2.01203        0.51600       -1.84568          39.53045              0.0         10001.0
 394  drift     60.08650       74.89026        0.00746        1.37602        1.36628        3.60433        3.51899        3.61725       11.02201        0.00198           7.50720            12.44737            15.58844             7.60858            13.63851            21.49490            20.02512           140.26445           528.30301         -0.00037       -0.00203        0.00065       -0.01462        0.40896        0.22032       -5.00078        0.41258        1.71070        0.40134       -1.77494          37.23735              0.0         10001.0
 395  rfgap     60.08650       75.28819        0.00739        1.37602        1.36628        3.60433        3.51899        3.60887       11.00157        0.00227           7.50747            12.45532            15.59839             7.60807            13.61305            21.48863            19.89733           135.42643           515.91019         -0.00037       -0.00196        0.00065       -0.01450        0.41009        0.21928       -5.03960        0.41370        1.67300        0.40248       -2.13439          37.50127              0.0         10001.0
 396  drift     60.24050       75.28819        0.00739        1.63496        1.27989        4.28797        3.34443        3.54427       11.09660        0.00227           7.50747            12.45532            15.59839             7.60807            13.61305            21.48863            19.89949           135.61597           516.63226         -0.00040       -0.00196        0.00043       -0.01450        0.41009        0.22901       -6.02224        0.58406        1.52764        0.35319       -2.08743          36.16696              0.0         10001.0
 397  quad      60.53950       75.28819        0.00739        1.67115        1.46810        4.44180        3.93255        3.41913       11.28181        0.00227           7.50617            12.46400            15.55084             7.60684            13.64862            21.47698            19.89958           135.61273           516.61994         -0.00035        0.00504        0.00008       -0.00993        0.41009        0.22465        5.31360        0.61030       -5.91118        0.46477       -1.99641          33.65780              0.0         10001.0
 398  drift     60.69350       75.28819        0.00739        1.44769        1.75632        3.88024        4.74993        3.35678       11.37691        0.00227           7.50617            12.46400            15.55084             7.60684            13.64862            21.47698            19.91515           136.40459           517.66446         -0.00028        0.00504       -0.00008       -0.00993        0.41009        0.24299        4.57592        0.45800       -7.10211        0.66518       -1.94884          32.41612              0.0         10001.0
 399  rfgap     60.69350       75.68569        0.00782        1.44769        1.75632        3.88024        4.74993        3.34906       11.35615        0.00254           7.50620            12.45339            15.55701             7.60654            13.61678            21.46065            19.80860           132.57934           505.06417         -0.00028        0.00506       -0.00008       -0.00988        0.41121        0.24198        4.53296        0.45925       -7.16415        0.66702       -2.26009          32.61199              0.0         10001.0
 400  drift     61.00150       75.68569        0.00782        1.01226        2.33873        2.77122        6.39345        3.20689       11.46801        0.00254           7.50620            12.45339            15.55701             7.60654            13.61678            21.46065            19.84861           133.13500           507.18095         -0.00012        0.00506       -0.00038       -0.00988        0.41121        0.27830        3.08786        0.22453       -9.58028        1.18275       -2.13960          29.84159              0.0         10001.0
 401  rfgap     61.00150       76.08273        0.00872        1.01226        2.33873        2.77122        6.39345        3.19957       11.44727        0.00280           7.50620            12.45537            15.55949             7.60644            13.57477            21.42820            19.75623           129.40950           494.87379         -0.00012        0.00508       -0.00038       -0.00985        0.41233        0.27726        3.06701        0.22514       -9.68906        1.18598       -2.42427          30.00079              0.0         10001.0
 402  drift     61.15550       76.08273        0.00872        0.80289        2.63314        2.22212        7.22179        3.12038       11.46425        0.00280           7.50620            12.45537            15.55949             7.60644            13.57477            21.42820            19.78201           129.67944           495.90609         -0.00004        0.00508       -0.00053       -0.00985        0.41233        0.29521        2.35520        0.14164      -10.92106        1.50338       -2.35028          28.49686              0.0         10001.0
 403  quad      61.45450       76.08273        0.00872        0.62323        2.47060        1.74166        6.86344        2.96393       11.49767        0.00280           7.50650            12.46042            15.56580             7.61097            13.65027            21.51344            19.78198           129.68498           495.92725          0.00012        0.00589       -0.00067        0.00108        0.41233        0.29016       -0.14265        0.08534       15.79464        1.32272       -2.21044          25.71101              0.0         10001.0
 404  drift     61.60850       76.08273        0.00872        0.64909        2.01648        1.86465        5.65592        2.88838       11.51457        0.00280           7.50650            12.46042            15.56580             7.61097            13.65027            21.51344            19.84995           130.44037           496.91571          0.00021        0.00589       -0.00065        0.00108        0.41233        0.32045       -0.32677        0.09257       12.87849        0.88115       -2.13345          24.33334              0.0         10001.0
 405  rfgap     61.60850       76.47947        0.01029        0.64909        2.01648        1.86465        5.65592        2.88184       11.49391        0.00303           7.50646            12.46049            15.56589             7.61055            13.64099            21.49881            19.77600           127.50953           485.75058          0.00021        0.00594       -0.00065        0.00104        0.41344        0.31940       -0.33526        0.09282       12.79855        0.88358       -2.36365          24.44022              0.0         10001.0
 406  drift     61.91650       76.47947        0.01029        0.75277        1.11907        2.11524        3.26313        2.71812       11.45058        0.00303           7.50646            12.46049            15.56589             7.61055            13.64099            21.49881            19.97237           128.17019           486.41437          0.00039        0.00594       -0.00062        0.00104        0.41344        0.37785       -0.70438        0.12484        7.05380        0.27212       -2.17832          21.52849              0.0         10001.0
 407  rfgap     61.91650       76.87589        0.01249        0.75277        1.11907        2.11524        3.26313        2.71201       11.43013        0.00324           7.50640            12.45983            15.56506             7.61048            13.63887            21.49547            19.90880           125.46571           476.15072          0.00039        0.00602       -0.00062        0.00099        0.41455        0.37670       -0.71571        0.12518        7.02912        0.27286       -2.38022          21.61112              0.0         10001.0
 408  drift     62.07050       76.87589        0.01249        0.82427        0.67805        2.24318        2.07446        2.62461       11.37070        0.00324           7.50640            12.45983            15.56506             7.61048            13.63887            21.49547            20.04145           125.36157           475.75547          0.00048        0.00602       -0.00061        0.00099        0.41455        0.40485       -0.90175        0.15009        4.18406        0.10017       -2.27166          20.10677              0.0         10001.0
 409  quad      62.36950       76.87589        0.01249        0.75993        0.22791        2.04559        0.61379        2.44579       11.25596        0.00324           7.50628            12.43558            15.57368             7.61059            13.63836            21.49466            20.04102           125.37069           475.79010          0.00052       -0.00386       -0.00075       -0.01069        0.41455        0.39762        1.51303        0.12757       -0.69206        0.01132       -2.08562          17.46061              0.0         10001.0
 410  drift     62.52350       76.87589        0.01249        0.62787        0.54039        1.72057        1.31115        2.35905       11.19644        0.00324           7.50628            12.43558            15.57368             7.61059            13.63836            21.49466            20.14273           125.79319           475.58861          0.00046       -0.00386       -0.00091       -0.01069        0.41455        0.41921        1.11597        0.08709       -2.70454        0.06362       -1.98165          16.16210              0.0         10001.0
 411  rfgap     62.52350       77.27198        0.01532        0.62787        0.54039        1.72057        1.31115        2.35378       11.17644        0.00342           7.50613            12.43497            15.57291             7.60988            13.63376            21.48741            20.09695           123.60865           467.32949          0.00046       -0.00379       -0.00091       -0.01074        0.41565        0.41805        1.10815        0.08732       -2.71038        0.06380       -2.13137          16.20922              0.0         10001.0
 412  drift     62.83150       77.27198        0.01532        0.44195        1.27445        1.19325        3.07649        2.17210       10.98484        0.00342           7.50613            12.43497            15.57291             7.60988            13.63376            21.48741            20.34033           123.77283           466.18770          0.00034       -0.00379       -0.00124       -0.01074        0.41565        0.45925        0.32227        0.04326       -6.73954        0.35486       -1.89943          13.63834              0.0         10001.0
