n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_par
  64  drift      9.76150       28.37914        0.11454        0.72776        1.64081        1.81272        5.06534        6.24674       19.85214        0.00238           7.61029            13.53373            17.72590             8.17701            18.10601            29.22682            25.23630            76.70664           125.44013         -0.00024        0.00172        0.00064        0.00359        0.24857       -0.15852        0.22851        0.06920       -6.57874        0.32737        0.78400          33.35711              0.0         10001.0
  65  rfgap      9.76150       28.78693        0.09344        0.72776        1.64081        1.81272        5.06534        6.20266       19.67639        0.00194           7.61132            13.51199            17.69743             8.21041            18.31103            29.99350            25.97539            80.96972           131.12505         -0.00024        0.00177        0.00064        0.00332        0.25041       -0.16205        0.18126        0.06970       -6.72559        0.32844        0.16241          32.41815              0.0         10001.0
  66  drift      9.91550       28.78745        0.09525        0.71976        2.16210        1.90892        6.49403        6.23561       19.86233        0.00207           7.61170            13.51478            17.65485             8.24369            18.72760            30.92915            25.96264            79.13373           137.74365         -0.00021        0.00176        0.00069        0.00330        0.25041       -0.14136       -0.06961        0.06817       -8.92285        0.56798        0.42449          32.77960              0.0         10001.0
  67  quad      10.21450       28.78745        0.09525        1.01616        2.50903        2.91310        7.28267        6.32186       20.22910        0.00207           7.61027            13.49723            17.65498             8.22255            18.40423            29.94993            25.96288            79.14455           137.76248         -0.00021       -0.00194        0.00060       -0.00894        0.25041       -0.23926       -2.60382        0.13590        3.62660        0.76685        0.46157          33.69238              0.0         10001.0
  68  drift     10.36850       28.78760        0.09575        1.32274        2.32826        3.80681        6.62882        6.37888       20.44270        0.00220           7.60725            13.47736            17.67522             8.24954            18.74079            30.69745            25.82347            77.97625           141.64624         -0.00024       -0.00194        0.00046       -0.00896        0.25041       -0.25713       -3.51707        0.23037        3.29891        0.65817        0.64049          34.48805              0.0         10001.0
  69  rfgap     10.36850       29.19527        0.07090        1.32274        2.32826        3.80681        6.62882        6.33435       20.26341        0.00190           7.60958            13.47372            17.69366             8.28506            19.02292            31.41688            26.53099            84.07813           144.58836         -0.00024       -0.00211        0.00046       -0.00893        0.25223       -0.26012       -3.62750        0.23198        2.98514        0.66013       -0.09809          33.57836              0.0         10001.0
  70  drift     10.67650       29.19555        0.07185        1.97286        2.01161        5.72291        5.42915        6.35097       20.45818        0.00189           7.60506            13.48296            17.84640             8.32637            19.57446            32.32777            26.15454            81.50508           153.34917         -0.00031       -0.00219        0.00019       -0.00898        0.25223       -0.27040       -5.58967        0.51636        2.46087        0.49034        0.20117          34.24068              0.0         10001.0
  71  rfgap     10.67650       29.60423        0.04740        1.97286        2.01161        5.72291        5.42915        6.30712       20.28127        0.00212           7.61435            13.46242            17.89026             8.35714            19.73435            33.08357            26.90569            88.64957           155.66211         -0.00031       -0.00253        0.00019       -0.00888        0.25405       -0.27319       -5.82043        0.51945        2.22670        0.49205       -0.50099          33.29433              0.0         10001.0
  72  drift     10.83050       29.60437        0.04786        2.31522        1.87369        6.71500        4.87471        6.26532       20.26354        0.00202           7.61378            13.48838            17.99650             8.37111            19.92306            33.34404            26.67141            87.19296           158.10147         -0.00035       -0.00255        0.00005       -0.00889        0.25405       -0.26486       -6.89014        0.71543        2.01443        0.42618       -0.37115          33.14315              0.0         10001.0
  73  quad      11.12950       29.60437        0.04786        2.30395        2.13821        6.67377        5.26896        6.19704       20.22372        0.00202           7.61118            13.45353            17.95001             8.39819            20.20063            34.38405            26.67126            87.18620           158.08922         -0.00033        0.00406       -0.00023       -0.01111        0.25405       -0.31324        7.07982        0.70872       -7.07648        0.55322       -0.33631          32.42483              0.0         10001.0
  74  drift     11.28350       29.60445        0.04813        1.95118        2.56114        5.64194        6.18868        6.16299       20.23396        0.00195           7.61226            13.53340            18.03252             8.40375            20.23487            34.38380            26.39540            84.93043           158.60025         -0.00026        0.00404       -0.00041       -0.01113        0.25405       -0.26682        5.94814        0.50823       -8.52370        0.79318       -0.22589          32.40466              0.0         10001.0
  75  rfgap     11.28350       30.01443        0.02510        1.95118        2.56114        5.64194        6.18868        6.12076       20.06177        0.00261           7.62146            13.51333            18.05389             8.44743            20.63880            35.07018            27.16184            92.08164           159.72531         -0.00026        0.00368       -0.00041       -0.01086        0.25586       -0.26929        5.71840        0.51124       -8.82668        0.79471       -0.89422          31.49758              0.0         10001.0
  76  drift     11.59150       30.01457        0.02558        1.28808        3.44208        3.68067        8.12142        5.95032       19.84937        0.00235           7.62525            13.59070            18.20590             8.45489            20.67159            35.00693            26.39909            88.41260           160.60418         -0.00015        0.00370       -0.00074       -0.01087        0.25586       -0.15252        3.66552        0.22269      -11.95376        1.43417       -0.67819          30.62787              0.0         10001.0
  77  rfgap     11.59150       30.42669        0.00684        1.28808        3.44208        3.68067        8.12142        5.90985       19.68333        0.00320           7.63067            13.61620            18.24006             8.53814            20.92336            35.79703            27.09646            94.33940           169.52273         -0.00015        0.00342       -0.00074       -0.01051        0.25766       -0.15537        3.56102        0.22410      -12.44726        1.43019       -1.27104          29.84492              0.0         10001.0
  78  drift     11.74550       30.42675        0.00704        0.97802        3.90448        2.73971        9.16944        5.77804       19.46641        0.00304           7.63286            13.64119            18.29804             8.53875            20.95966            35.73684            26.60580            94.70258           162.85912         -0.00010        0.00343       -0.00090       -0.01054        0.25766       -0.08532        2.61027        0.12916      -14.16432        1.84012       -1.15692          29.05457              0.0         10001.0
  79  quad      12.04450       30.42675        0.00704        0.66517        3.67914        1.63851        8.57197        5.55131       19.02183        0.00304           7.63502            13.64345            18.30108             8.36436            19.84073            31.41842            26.60602            94.69701           162.84954         -0.00002        0.00222       -0.00093        0.00851        0.25766       -0.09188        0.12914        0.05973       20.13630        1.66792       -1.07633          26.81884              0.0         10001.0
